1	ा	5681949	0.08027747
2	क	4671328	0.06599890
3	र	4485607	0.06337494
4	े	4447102	0.06283092
5	ी	2979229	0.04209207
6	न	2811354	0.03972024
7	स	2785240	0.03935129
8	्	2750740	0.03886386
9	ि	2630947	0.03717136
10	ं	2596825	0.03668927
11	ह	2479685	0.03503425
12	म	2259311	0.03192070
13	ल	2049742	0.02895980
14	त	1860236	0.02628236
15	ो	1817748	0.02568207
16	प	1647066	0.02327059
17	य	1480560	0.02091811
18	द	1286199	0.01817208
19	ज	1194326	0.01687405
20	व	1187397	0.01677615
21	ब	1168058	0.01650292
22	ग	1023081	0.01445461
23	ै	996590	0.01408033
24	ु	889862	0.01257242
25	ट	878394	0.01241040
26	.	737918	0.01042568
27	श	655512	0.00926141
28	ए	615785	0.00870012
29	ड	560536	0.00791954
30	च	522845	0.00738702
31	अ	510231	0.00720880
32	इ	471435	0.00666067
33	भ	456370	0.00644783
34	ू	440085	0.00621775
35	आ	415821	0.00587493
36	थ	397602	0.00561752
37	 	394175	0.00556911
38	फ	368725	0.00520953
39	ख	361752	0.00511102
40	उ	334608	0.00472751
41	,	317984	0.00449264
42	ध	282756	0.00399492
43	ई	281262	0.00397381
44	।	246391	0.00348114
45	औ	245498	0.00346852
46	़	225822	0.00319053
47	ष	205623	0.00290515
48	2	172943	0.00244343
49	0	154566	0.00218379
50	ॉ	141208	0.00199506
51	a	140605	0.00198654
52	1	138397	0.00195534
53	ौ	135429	0.00191341
54	ण	124876	0.00176431
55	छ	123900	0.00175052
56	-	107409	0.00151753
57	e	105349	0.00148842
58	i	99242	0.00140214
59	n	82639	0.00116757
60	r	80314	0.00113472
61	घ	75219	0.00106273
62	o	72391	0.00102278
63	ठ	68780	0.00097176
64	)	68528	0.00096820
65	(	68429	0.00096680
66	t	67215	0.00094965
67	ओ	65026	0.00091872
68	5	63951	0.00090353
69	s	60290	0.00085181
70	3	57089	0.00080658
71	'	56403	0.00079689
72	4	52572	0.00074276
73	l	50399	0.00071206
74	ढ	50260	0.00071010
75	9	47956	0.00067755
76	ऐ	46332	0.00065460
77	h	43150	0.00060965
78	6	39825	0.00056267
